Timestamp,"1. Actualmente ¿trabajas en arqueología? 
",2. ¿Con que género te identificas?,3. ¿En qué rango de edad te encuentras?, 4. ¿En cuál de las siguientes áreas has desarrollado principalmente tu trabajo?  ,"5. Actualmente, ¿cómo obtienes tus ingresos relacionados con arqueología? Puedes seleccionar varias opciones",6 ¿Cuántos años tienes de experiencia en Arqueología?,"7. ¿Cuál es tu nivel de formación académica?
"," 8. ¿Cuál es tu ingreso mensual promedio relacionado con la arqueología?  Si tienes varias fuentes, un promedio general","9. ¿En qué departamento realizas la mayor parte de tu trabajo? Si tienes varios, elige los 2 más significativos. También aplica trabajo académico","10. En tu experiencia, ¿qué factor ha tenido mayor impacto en tus ingresos como arqueólog@?  Lo que mas te ha ayudado a subir tu salario considerablemente",11. ¿Cuál es actualmente tu cargo o rol en arqueología?,"  12. ¿En qué tipo de proyecto o empresa trabajas principalmente?  Si tienes varios, elige el más importante",13.Tus ingresos en arqueología son...,"14. En un mes típico, ¿cuántos días realizas trabajo de campo?",15. ¿Cuántas personas tienes a cargo dentro de tu proyecto o empleo?,16. ¿Cuáles de herramientas tecnológicas utilizas más para tus trabajos en arqueología? Elige todas las que sepas manejar,"17. ¿En que grado, consideras tú que es el mayor problema del mercado laboral de la Arqueología en Colombia? Elige el que consideras más relevante",18. ¿Valió la pena para ti hacer posgrado en arqueología? A nivel de salario y desarrollo profesional,"19. ¿En qué área está tu posgrado? Especialización, maestría o doctorado. Elige solo una","20. Según tu experiencia y lo que notas, ¿crees que tu remuneración actual es..?","21. Si pudieras cambiar una sola cosa para mejorar la profesión de los arqueólogos en Colombia, ¿cuál sería?","22.  Si pudieras decidir de nuevo, ¿volverías a elegir arqueología en Colombia como profesión? Califica de 1 a 5

1. No
2. Probablemente no
3. Quizás...Tal vez
4. Probablemente si
5. Claro ¡Me encanta!",Comentarios y sugerencias que nos quieras hacer o compartir. Puedes dejarnos reflexiones y anécdotas sobre tu vida profesional. Queremos escucharte
6/3/2026 17:01:58,"Si, es mi profesión principal",Mujer,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,7 a 10 años,Pregrado,De 4 millones a 5 millones,"Bogotá D.C., Meta",Tener RNA,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,No realizo trabajo de campo,Ninguna,"Excel, Word, ArcGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc",Poca oferta de empleos,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Aproximadamente lo que debería ganar,Más oportunidades de empleo,3,
6/3/2026 18:25:16,"No actualmente, pero lo he hecho antes",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Investigación en laboratorio",Entre 1 a 3 años,Pregrado,De 4 millones a 5 millones,Cundinamarca,Ubicacion geográfica,Desempleado,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc",Bajos salarios,"Útil. Lo mejoró si, pero no lo que esperaba",Otro,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,
6/3/2026 19:18:42,"No actualmente, pero lo he hecho antes",Mujer,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,7 a 10 años,Pregrado,De 3 millones a 4 millones,Caldas,Tus buenos contactos y tu red profesional,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Avenza maps y kobocollect",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Aproximadamente lo que debería ganar,Más regulación del sector,3,"Realmente a parte de la falta de empleo o de las pocas vacantes el mismo gremio de la arqueología hace que sea difícil encontrar una estabilidad laboral ya que como dicen comúnmente si no está en la rosca no encuentra trabajando y es verdad , si no eres amigo del Coordinador simplemente no entras o si tú Universidad no es del agrado por x profesor que tuviste tampoco entras. "
6/3/2026 20:29:03,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Especializacion,De 3 millones a 4 millones,Valle del Cauca,Tus buenos contactos y tu red profesional,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,Ninguna,"QGis, Redes sociales: WhatsApp, Telegram, etc",Otro,Para nada. Lo que aprendí no se aplica en mi trabajo. La inversión se perdió,SIG. Geografía. Estudios territoriales. Ciencias Ambientales. Catastro. Teledetección. Arqueobotánica,Mucho menor a la que debería ganar,Más regulación del sector,1,"Para mí la arqueología tiene el principal problema en su regulación, el RNA poco y nada sirve, la contratación es por contacto y no por mérito y la solución probablemente sería la colegiatura, sin embargo, los egos no permiten que nos unamos"
6/4/2026 14:03:25,"Si, es mi profesión principal",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 2.5 millones a 3 millones,Antioquia,Años de experiencia,Auxiliar de arqueología,Parques foltovoltáicos. Sector energético,Muy estables. Cuento siempre con un salario fijo,No realizo trabajo de campo,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Inteligencia Artificial",Falta de estabilidad laboral,Considero que el posgrado no es relevante,No tengo posgrado,Mucho menor a la que debería ganar,Más oportunidades de empleo,4,"No hay una correspondencia entre salarios y experiencia, tengo RNA y realmente he sido contratada para realizar actividades profesionales de mayor experiencia por salarios mas bajos, cumplimiento de actividades fuera de horario y prestaciones de servicios que hacen que el salario quede por debajo del mínimo."
6/4/2026 14:26:38,"Si, es mi profesión principal",Hombre,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios, Investigación en laboratorio, Arqueología digital: modelos 3D, reconstrucción histórica, videojuegos, etc",Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Bogotá D.C.,Ubicacion geográfica,Auxiliar de arqueología,Consultoría ambiental o estudios de impacto,Variables. Depende de contratos,No realizo trabajo de campo,Ninguna,"Excel, Word, Google Sheets, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, Fotogrametría, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",Geoarqueología. Geomorfología. Geología. Estratigrafia. Suelos,Algo menor de lo que debería ganar,Más regulación del sector,3,
6/4/2026 15:11:38,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 2.5 millones a 3 millones,Bogotá D.C.,Años de experiencia,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,De 1 a 5 días,Ninguna,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc",Bajos salarios,No tengo posgrado ,No tengo posgrado,Mucho menor a la que debería ganar,Mejores salarios,5,
6/4/2026 15:21:01,"Si, es mi profesión principal",Hombre,31 años - 35 años,Ambas por igual,"Empleado directo de tiempo completo, Contratista - prestación de servicios, Trabajador independiente, Consultoria",4 a 6 años,Especializacion,De 4 millones a 5 millones,"Cesar, Córdoba, La Guajira, Magdalena, Tolima",Manejar SIG,Coordinador de proyectos o afines,Consultoría ambiental o estudios de impacto,Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, Python, QGis, ArcGis, Google Maps, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,Poco útil. Muy poco realmente,SIG. Geografía. Estudios territoriales. Ciencias Ambientales. Catastro. Teledetección. Arqueobotánica,Algo menor de lo que debería ganar,Más oportunidades de empleo,3,
6/4/2026 15:56:22,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 2.5 millones a 3 millones,Valle del Cauca,"Habilidades tecnológicas: programación, Excel, analitica de datos, bases de datos, etc",Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,Más de 15 días,Ninguna,"Excel, Word, QGis, Google Maps",Bajos salarios,Considero que el posgrado no es relevante,No tengo posgrado,Mucho menor a la que debería ganar,Mejores salarios,3,
6/4/2026 16:21:52,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Maestría,De 5 millones a 6 millones,Huila,Años de experiencia,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,De 6 a 10 días,De 1 a 3 personas,"Excel, Word, Python, QGis, ArcGis, AutoCAD, Google Maps, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc",Falta de reconocimiento profesional,Definitivamente. Mejoró mis oportunidades y mi salario,SIG. Geografía. Estudios territoriales. Ciencias Ambientales. Catastro. Teledetección. Arqueobotánica,Algo menor de lo que debería ganar,Mayor estabilidad laboral,3,
6/4/2026 16:32:37,"Si, es mi profesión principal",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",4 a 6 años,Pregrado,9 millones a 10 millones,Bogotá D.C.,Tus buenos contactos y tu red profesional,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, ArcGis, Google Maps, SQL, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Inteligencia Artificial",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Aproximadamente lo que debería ganar,Mayor estabilidad laboral,3,
6/4/2026 16:34:11,"Si, es mi profesión principal",Hombre,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 2.5 millones a 3 millones,"Bogotá D.C., Cesar",Años de experiencia,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Fotogrametría",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Mayor estabilidad laboral,5,
6/4/2026 22:18:21,"Si, es mi profesión principal",Hombre,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Menos de 1 año,Pregrado,De 2 millones a 2.5 millones,Bogotá D.C.,"Tu especialidad técnica en arqueología: cerámica, líticos, etc",Auxiliar de arqueología,Consultoría ambiental o estudios de impacto,Variables. Depende de contratos,No realizo trabajo de campo,Ninguna,Excel,Bajos salarios,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Algo menor de lo que debería ganar,Mayor estabilidad laboral,3,
6/5/2026 12:39:04,"Si, es mi profesión principal",Hombre,20 años - 25 años,Ambas por igual,"Contratista - prestación de servicios, Trabajador independiente, Arqueología digital: modelos 3D, reconstrucción histórica, videojuegos, etc",Entre 1 a 3 años,Pregrado,De 2 millones a 2.5 millones,"Bogotá D.C., Meta, Sucre","Habilidades tecnológicas: programación, Excel, analitica de datos, bases de datos, etc",Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de relación entre formación y oportunidades laborales,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Mejor reconocimiento profesional,3,"Puede uno cumplir los perfiles laborales pero si no eres parte de la palanca no te contratan, también de que tener RNA no asegura tampoco el poder ejercer algo más allá de “auxiliar” y que muchos de los arqueólogos líderes o asesores no dan crédito de los datos y e información que sus auxiliares levantan en campo. Los auxiliares son igual de importantes y hasta más esenciales "
6/7/2026 7:30:19,"No actualmente, pero lo he hecho antes",Mujer,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Nunca he ganado ingresos,Entre 1 a 3 años,Pregrado,De 2 millones a 2.5 millones,Risaralda,"Conocimientos especializados en zooarqueología, bioarqueología o afines","Profesor de antropología, arqueología o afines",Escuelas o colegios,Ninguno,No realizo trabajo de campo,Ninguna,"Excel, Word, SPSS, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Más regulación del sector,3,
6/7/2026 16:57:39,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Trabajador independiente,Menos de 1 año,Pregrado,Menos de 2 millones de pesos,Cundinamarca,Años de experiencia,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Ocasionales o esporádicos,De 1 a 5 días,Ninguna,"Word, Fotogrametría",Falta de reconocimiento profesional,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Algo menor de lo que debería ganar,Más oportunidades de empleo,3,
6/8/2026 10:00:39,"Si, ocasionalmente",Mujer,20 años - 25 años,Ambas por igual,Investigación en laboratorio,Entre 1 a 3 años,Estudiante de pregrado,Menos de 2 millones de pesos,Magdalena,"Tu especialidad técnica en arqueología: cerámica, líticos, etc",Semillerista - Estudiante,Trabajo en laboratorios,Ocasionales o esporádicos,De 1 a 5 días,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Poca oferta de empleos,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,El pensum de las universidades,5,"Desde mi proceso personal como estudiante y casi profesional, he identificado varias limitantes a lo largo del camino: en primera instancia, la falta de màs profesores en la universidad que se comprometan en la labor de enseñar arqueologìa, puesto que he visto còmo la responsabildiad de enseñar solo cae sobre unos pocos y son quienes llevan nuestro proceso de aprendizaje e investigaciòn. Y por otro lado, la falta de accesibilidad a una oportunidad laboral. Nuevamente nuestro proceso de aprendizaje y estabilidad recae sobre unos pocos y fuera de allì es complicado conseguir màs oportunidades. Este ha sido un proceso hermoso, en el que me encuentro enteramente agradecida por las oportunidades que he tenido a lo largo del mismo; pero quisiera poder acceder a màs oportunidades por mi propia cuenta y poder realizar una especializaciòn o maestrìa que me permita trabajar en el camino."
6/8/2026 14:57:06,"Si, es mi profesión principal",Hombre,26 años - 30 años,Ambas por igual,Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 2.5 millones a 3 millones,Santander,Años de experiencia,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Ocasionales o esporádicos,Más de 15 días,De 1 a 3 personas,QGis,Falta de reconocimiento profesional,"No tengo título de posgrado aún, pero quiero hacerlo",SIG. Geografía. Estudios territoriales. Ciencias Ambientales. Catastro. Teledetección. Arqueobotánica,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,2,
